Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Goblin Decoy Squad	CSOC	GoblinDecoySquad	Warrior/Effect	Dark	4	1000	0			When this card inflicts Battle Damage to your opponent, you can draw 1 card. If this card attacks, it is changed to Defense Position at the end of the Battle Phase. This card''s battle position cannot be changed until the end of your next turn, except with a card effect.
Goka, The Pyre of Malice	CSOC	GokaThePyreofMalice	Zombie/Effect	Fire	6	2200	1900			You can Special Summon this card from your hand if you control a FIRE monster. When this card is Special Summoned this way, destroy 1 FIRE monster you control. During your Standby Phase, Special Summon 1 "Fireball Token" (Pyro-Type/FIRE/Level 1/ATK 100/DEF 100) in Defense Position. You can Tribute 1 other FIRE monster to have this card gain 500 ATK, until the End Phase.
Gozen Match	CSOC	GozenMatch	Continuous Trap							Each player sends monsters they control to the Graveyard until they each control monsters of only 1 Attribute. Each player cannot control monsters with different Attributes.
Hanewata	CSOC	Hanewata	Fairy/Tuner/Effect	Light	1	200	300			You can discard this card to make any effect damage you take this turn 0. This effect can be activated during either player's turn.
Harvest Angel of Wisdom	CSOC	HarvestAngelofWisdom	Fairy/Effect	Light	4	1800	1000			When this card is destroyed by battle and sent to the Graveyard, you can add 1 Counter Trap Card from your Graveyard to your hand.
Healing Wave Generator	CSOC	HealingWaveGenerator	Machine/Effect	Light	4	800	1600			Once per turn, you can select another face-up monster you control to gain Life Points equal to that monster's Level x 100.
Horseytail	CSOC	Horseytail	Plant/Effect	Wind	2	400	500			When this card is destroyed by battle and sent the Graveyard, Special Summon 1 "Horseytail Token" (Plant-Type/WIND/Level 1/ATK 0/DEF 0) to your opponent's side of the field in Defense Position. When this Token is destroyed by battle with a Plant-Type monster, its controller sends 1 card from their hand to the Graveyard.
Il Blud	CSOC	IlBlud	Zombie/Gemini/Effect	Dark	6	2100	800			This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it be treated as an Effect Monster with this effect: Once per turn, you can Special Summon 1 Zombie-Type monster from your hand or from either player's Graveyard. When this card is removed from the field, destroy all Zombie-Type monsters Special Summoned by this effect.
Iron Chain Blaster	CSOC	IronChainBlaster	Warrior/Effect	Earth	2	1100	0			Once per turn, you can send 1 "Iron Chain" monster you control to the Graveyard to inflict 800 damage to your opponent.
Iron Chain Coil	CSOC	IronChainCoil	Machine/Tuner/Effect	Earth	3	1100	1600			Once per turn, you can select 1 "Iron Chain" monster you control to have it gain 300 ATK and DEF as long as this card is face-up on the field.
Iron Chain Dragon	CSOC	IronChainDragon	Dragon/Synchro/Effect	Earth	6	2500	1300			1 Tuner + 1 or more non-Tuner monsters You can remove from play all "Iron Chain" monsters from your Graveyard to have this card gain 200 ATK for each card removed, until the End Phase. When this card inflicts Battle Damage to your opponent, send the top 3 cards of your opponent's Deck to the Graveyard.
Iron Chain Repairman	CSOC	IronChainRepairman	Warrior/Effect	Earth	4	1600	1200			When this card destroys a monster by battle and sends it to the Graveyard, inflict 300 damage to your opponent. Once per turn, you can Special Summon 1 Level 4 or lower "Iron Chain" monster from your Graveyard, except "Iron Chain Repairman". This card cannot attack the turn you activate this effect.
Iron Chain Snake	CSOC	IronChainSnake	Reptile/Effect	Earth	3	800	1200			During your Main Phase, you can equip this card to 1 face-up monster your opponent controls. That monster loses 800 ATK and DEF. When it is destroyed by battle and sent to the Graveyard, its controller sends cards equal to its Level from the top of their Deck to the Graveyard.
Jade Knight	CSOC	JadeKnight	Machine/Effect	Light	4	1000	1800			Face-up Machine-Type monsters you control with 1200 or less ATK cannot be destroyed by the effects of Trap Cards. When this face-up card is destroyed by battle and sent to the Graveyard, you can add 1 Level 4 LIGHT Machine-Type monster from your Deck to your hand.
Lineage of Destruction	CSOC	LineageofDestruction	Normal Trap							Activate only during a turn in which you destroyed a Defense Position monster your opponent controlled. Select 1 Level 8 monster you control. During this turn, the selected monster can attack twice.
Mad Archfiend	CSOC	MadArchfiend	Fiend/Effect	Dark	4	1800	0			During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. When this face-up Attack Position card is selected as an attack target, change it to Defense Position.
Mark of the Rose	CSOC	MarkoftheRose	Equip Spell							Remove from play 1 Plant-Type monster from your Graveyard and equip this card to a monster your opponent controls. Gain control of the equipped monster. During your End Phase, give control of the equipped monster to your opponent. During your Standby Phase, gain control of the equipped monster.
Miracle Fertilizer	CSOC	MiracleFertilizer	Continuous Spell							Once per turn, you can select 1 Plant-Type monster from your Graveyard and Special Summon it. You cannot Normal Summon or Set the turn you Special Summon a monster with this effect. If a monster Special Summoned by this effect is removed from the field, destroy this card.
Morphtransition	CSOC	Morphtransition	Normal Trap							Activate only when a face-up "Morphtronic" monster you control is selected as an attack target. Negate the attack, and change the battle position of the selected "Morphtronic" monster.
Morphtronic Accelerator	CSOC	MorphtronicAccelerator	Normal Spell							Return 1 "Morphtronic" monster from your hand to the Deck. Destroy 1 card on the field, and draw 1 card.
Morphtronic Boomboxen	CSOC	MorphtronicBoomboxen	Machine/Effect	Earth	4	1200	400			*While in Attack Position: This card can attack twice during each Battle Phase. *While in Defense Position: Once per turn, when a face-up "Morphtronic" monster you control is selected as an attack target, you can negate the attack.
Morphtronic Cameran	CSOC	MorphtronicCameran	Machine/Effect	Light	2	800	600			*While in Attack Position: When this card is destroyed by battle, you can Special Summon 1 Level 4 or lower "Morphtronic" monster from your hand or Graveyard, except "Morphtronic Cameran". *While in Defense Position: "Morphtronic" monsters on the field cannot be targeted by effects.
Morphtronic Celfon	CSOC	MorphtronicCelfon	Machine/Effect	Earth	1	100	100			*While in Attack Position: Once per turn, you can roll a six-sided die. Reveal cards from top of your Deck equal to the roll and Special Summon 1 Level 4 or lower "Morphtronic" monster from among them, ignoring the Summoning conditions. Shuffle the rest into the Deck. *While in Defense Position: Once per turn, you can roll a six-sided die. Look at cards from the top of your Deck equal to the roll, then return them in the same order.
Morphtronic Clocken	CSOC	MorphtronicClocken	Machine/Effect	Earth	2	600	1100			*While in Attack Position: This card gains 500 ATK for each Morph Counter on it. *While in Defense Position: Once per turn, you can place 1 Morph Counter on this card. You can Tribute this card to inflict 1000 damage to your opponent for each Morph Counter on it.
Morphtronic Cord	CSOC	MorphtronicCord	Equip Spell							Equip only to a "Morphtronic" monster. Each time the equipped monster's battle position is changed, destroy 1 Spell or Trap Card on the field.
Morphtronic Datatron	CSOC	MorphtronicDatatron	Pyro/Effect	Fire	3	1200	600			*While in Attack Position: Once per turn, you can Tribute 1 monster to inflict 600 damage to your opponent. *While in Defense Position: Once per turn, you can inflict 300 damage to your opponent.
Morphtronic Engine	CSOC	MorphtronicEngine	Equip Spell							Equip only to a Level 3 "Morphtronic" monster. Its ATK becomes double its original ATK. During your second Standby Phase after this card's activation, destroy this card, and take damage equal to the original ATK of the equipped monster.
Morphtronic Magnen	CSOC	MorphtronicMagnen	Thunder/Effect	Earth	3	800	800			*While in Attack Position: If your opponent controls a face-up monster, this card can only select their highest ATK monster as an attack target. *While in Defense Position: Your opponent cannot select another monster as an attack target.
Morphtronic Monitron	CSOC	MorphtronicMonitron	Continuous Trap							When a "Morphtronic" monster is Summoned, you can change it to face-up Defense Position.
Morphtronic Radion	CSOC	MorphtronicRadion	Thunder/Effect	Light	4	1000	900			*While in Attack Position: "Morphtronic" monsters you control gain 800 ATK. *While in Defense Position: "Morphtronic" monsters you control gain 1000 DEF.
Nettles	CSOC	Nettles	Plant/Tuner/Effect	Earth	2	1200	400			If this face-up card would be destroyed, you can destroy 1 face-up Plant-Type monster you control instead.
Night's End Sorcerer	CSOC	NightsEndSorcerer	Spellcaster/Tuner/Effect	Dark	2	1300	400			When this card is Special Summoned, you can remove from play up to 2 cards from your opponent's Graveyard.
Omega Goggles	CSOC	OmegaGoggles	Equip Spell							Equip only to a monster you control. Once per turn, you can look at 1 random card in your opponent's hand. The equipped monster cannot attack the turn you activate this effect.
Overdrive Teleporter	CSOC	OverdriveTeleporter	Psychic/Effect	Light	6	2100	1200			This card cannot be Special Summoned. You can pay 2000 Life Points to Special Summon 2 Level 3 Psychic-Type monsters from your Deck. This effect can only be used once while this card is face-up on the field.
Paralyzing Chain	CSOC	ParalyzingChain	Continuous Spell							When a card(s) is sent from your opponent's Deck to the Graveyard by a card effect, inflict 300 damage to your opponent.
Plant Food Chain	CSOC	PlantFoodChain	Normal Trap							Equip this card to a Plant-Type monster you control. It gains 500 ATK. If this card is destroyed by a card effect while equipped, you can Special Summon 1 Plant-Type monster from your Graveyard.
Poison Chain	CSOC	PoisonChain	Continuous Spell							During the End Phase of your turn, if you did not attack, your opponent sends cards equal to the number of face-up "Iron Chain" monsters you control from the top of their Deck to the Graveyard.
Pollinosis	CSOC	Pollinosis	Counter Trap							Tribute 1 Plant-Type monster. Negate the activation of a Spell or Trap Card, or the Normal or Special Summon of a monster, and destroy that card.
Power Injector	CSOC	PowerInjector	Psychic/Effect	Earth	4	1300	1400			Once per turn you can pay 600 Life Points to have all face-up Psychic-Type monsters gain 500 ATK during this turn.
Psychic Jumper	CSOC	PsychicJumper	Psychic/Tuner/Effect	Earth	2	100	1500			Once per turn, you can pay 1000 Life Points and select 1 face-up monster your opponent controls and 1 Psychic-Type monster you control, except "Psychic Jumper". Switch control of those monsters. Their battle positions cannot be changed this turn, except with a card effect.
Psychic Lifetrancer	CSOC	PsychicLifetrancer	Psychic/Synchro/Effect	Earth	7	2400	2000			1 Tuner + 1 or more non-Tuner monsters Once per turn, you can remove from play 1 Psychic-Type monster from your Graveyard to gain 1200 Life Points.
Psychic Trigger	CSOC	PsychicTrigger	Normal Trap							Activate only while your Life Points are lower than your opponent's. Select 2 Psychic-Type monsters in your Graveyard. Remove them from play and draw 2 cards.
Psychokinesis	CSOC	Psychokinesis	Normal Spell							Activate only while you control a face-up Psychic-Type monster. Destroy 1 card on the field and take 1000 damage.
Pursuit Chaser	CSOC	PursuitChaser	Machine/Effect	Earth	3	1400	600			When a Defense Position monster is destroyed by battle and sent to the Graveyard, inflict 500 damage to your opponent.
Queen of Thorns	CSOC	QueenofThorns	Plant/Synchro/Effect	Light	6	2200	1800			1 Tuner + 1 or more non-Tuner Plant-Type monsters Each player must pay 1000 Life Points to Normal or Special Summon a non-Plant-Type monster from their hand.
Rai-Jin	CSOC	RaiJin	Thunder/Effect	Light	4	?	1000			All LIGHT monsters you control gain 100 ATK for each LIGHT monster in your Graveyard. During your End Phase, destroy 1 LIGHT monster you control. There can only be 1 face-up "Rai-Jin" on the field.
Rai-Mei	CSOC	RaiMei	Thunder/Effect	Light	3	1400	1200			When this card is destroyed by battle and sent to the Graveyard, you can add 1 Level 2 or lower LIGHT monster from your Deck to your hand.
Revival Gift	CSOC	RevivalGift	Normal Trap							Select 1 Tuner monster from your Graveyard and Special Summon it. Its effects are negated. Special Summon 2 "Gift Fiend Tokens" (Fiend-Type/DARK/Level 3/ATK 1500/DEF 1500) to your opponent's side of the field.
Revived King Ha Des	CSOC	RevivedKingHaDes	Zombie/Synchro/Effect	Dark	6	2450	0			Plaguespreader Zombie + 1 or more non-Tuner Zombie-Type monsters Negate the effects of Effect Monsters destroyed by battle with Zombie-Type monsters you control.
Rose, Warrior of Revenge	CSOC	RoseWarriorofRevenge	Warrior/Tuner/Effect	Fire	4	1600	600			When this card inflicts Battle Damage to your opponent, inflict 300 damage to your opponent.
Search Striker	CSOC	SearchStriker	Warrior/Effect	Wind	4	1600	1200			If this card attacks a face-down Defense Position monster, you can destroy the monster immediately with this card's effect without flipping it face-up or applying damage calculation. If you do, this card is changed to Defense Position at the end of the Battle Phase. This card''s battle position cannot be changed until the end of your next turn, except with a card effect.
Secret Village of the Spellcasters	CSOC	SecretVillageoftheSpellcasters	Field Spell							If you control a Spellcaster-Type monster and your opponent does not, your opponent cannot activate Spell Cards. If you control no Spellcaster-Type monsters, you cannot activate Spell Cards.
Seed of Deception	CSOC	SeedofDeception	Quick-Play Spell							Special Summon 1 Level 2 or lower Plant-Type monster from your hand.
Seed of Flame	CSOC	SeedofFlame	Plant/Effect	Fire	3	1600	1200			When this card you control is destroyed by a card effect and sent to the Graveyard, you can Special Summon 1 Level 4 or lower Plant-Type monster, except "Seed of Flame", from your Graveyard. Also, Special Summon 1 "Seed Token" (Plant-Type/EARTH/Level 1/ATK 0/DEF 0) to your opponent''s side of the field in Defense Position. This Token cannot be Tributed for a Tribute Summon.
Storm Caller	CSOC	StormCaller	Psychic/Effect	Wind	6	2300	2000			You can put your opponent's monsters that are destroyed by battle with other Psychic-Type monsters on top of their owner's Deck instead of sending them to the Graveyard. When this card is destroyed by a card effect, this card's controller takes Damage equal to its original ATK.
Synchro Strike	CSOC	SynchroStrike	Normal Trap							Target Synchro Summoned monster gains 500 ATK for each Synchro Material Monster used to Summon it, until the End Phase.
Teleport	CSOC	Teleport	Continuous Spell							Once per turn, if your opponent controls a monster and you control no monsters, you can pay 800 Life Points to Special Summon 1 Psychic-Type monster from your hand.
Tempest Magician	CSOC	TempestMagician	Spellcaster/Synchro/Effect	Dark	6	2200	1400			1 Tuner + 1 or more non-Tuner Spellcaster-Type monsters When this card is Synchro Summoned, place 1 Spell Counter on it. Once per turn, you can discard any number of cards to place 1 Spell Counter on a monster(s) you control for each card you discarded. You can remove all Spell Counters on the field to inflict 500 damage to your opponent for each removed Spell Counter.
The White Stone of Legend	CSOC	TheWhiteStoneofLegend	Dragon/Tuner/Effect	Light	1	300	250			When this card is sent to the Graveyard, add 1 "Blue-Eyes White Dragon" from your Deck to your hand.
The World Tree	CSOC	TheWorldTree	Continuous Spell							Each time a Plant-Type monster(s) on the field is destroyed, place 1 Flower Counter on this card. You can remove Flower Counters to activate this card's effects: Remove 1: Target face-up Plant-Type monster gains 400 ATK and DEF until the End Phase. Remove 2: Destroy 1 card on the field. Remove 3: Select 1 Plant-Type monster from your Graveyard and Special Summon it.
Tiger Dragon	CSOC	TigerDragon	Dragon/Effect	Earth	6	2400	1800			If this card is Tribute Summoned by Tributing a Dragon-Type monster, you can destroy up to 2 face-down Spell and Trap Cards your opponent controls.
Trap of the Imperial Tomb	CSOC	TrapoftheImperialTomb	Normal Trap							Activate only when a Zombie-Type monster(s) is Special Summoned from your opponent's Graveyard to your side of the field. Destroy 2 cards on the field.
Treacherous Trap Hole	CSOC	TreacherousTrapHole	Normal Trap							Destroy 2 monsters on the field. You cannot activate this card if you have any Trap Cards in your Graveyard.
Turbo Warrior	CSOC	TurboWarrior	Warrior/Synchro/Effect	Wind	6	2500	1500			Turbo Synchron + 1 or more non-Tuner monsters When this card attacks a Level 6 or higher Synchro Monster, halve that monster's ATK until the end of the Damage Step. This card cannot be targeted by the effects of Level 6 or lower monsters.
Tytannial, Princess of Camellias	CSOC	TytannialPrincessofCamellias	Plant/Effect	Wind	8	2800	2600			You can Tribute 1 face-up Plant-Type monster you control to negate the activation of a Spell, Trap, or Effect Monster's effect that targets a card(s) on the field and destroy it.
Virus Cannon	CSOC	VirusCannon	Normal Trap							Tribute any number of non-Token monsters you control. For each Tributed monster, your opponent selects 1 Spell Card from their Deck and sends it to the Graveyard.
Wall of Ivy	CSOC	WallofIvy	Plant/Effect	Earth	2	300	1200			FLIP: Special Summon 1 "Ivy Token" (Plant-Type/EARTH/Level 1/ATK 0/DEF 0) to your opponent's side of the field. When this Token is destroyed, its controller takes 300 damage.
Zombie Mammoth	CSOC	ZombieMammoth	Zombie/Effect	Earth	4	1900	0			Destroy this card if you do not have a Zombie-Type monster in your Graveyard. When this face-up card is destroyed, inflict damage to its controller equal to its original ATK.
Raviel, Lord of Phantasms	CT03	RavielLordofPhantasms	Fiend/Effect	Dark	10	4000	4000			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 3 Fiend-Type monsters on your side of the field. Each time your opponent Normal Summons a monster(s), Special Summon 1 "Phantasm Token" (Fiend-Type/DARK/Level 1/ATK 1000/DEF 1000) on your side of the field. This token cannot declare an attack. Once per turn, by Tributing 1 monster on your side of the field, increase the ATK of this card by the original ATK of the Tributed monster, until the End Phase of this turn.
Uria, Lord of Searing Flames	CT03	UriaLordofSearingFlames	Pyro/Effect	Fire	10	0	0			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 3 face-up Trap Cards from your side of the field to the Graveyard. Increase the ATK of this card by 1000 points for each Continuous Trap Card in your Graveyard. Once per turn, you can destroy 1 Set Spell or Trap Card on your opponent's side of the field. Spell and Trap Cards cannot be activated in response to this effect's activation.
Montage Dragon	CT05	MontageDragon	Dragon/Effect	Earth	8	?	0			This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 3 other monsters from your hand to the Graveyard. This card's ATK is equal to the combined Levels of the sent monsters x 300.
Stardust Dragon	CT07	StardustDragon1	Dragon/Synchro/Effect	Wind	8	2500	2000			1 Tuner + 1 or more non-Tuner monsters. You can Tribute this card to negate the activation of a Spell Card, Trap Card, or Effect Monster's effect that destroys a card(s) on the field, and destroy that card. If you negate an effect this way, you can Special Summon this card from your Graveyard during the End Phase.
Elemental HERO Gaia	CT08	ElementalHEROGaia1	Warrior/Fusion/Effect	Earth	6	2200	2600			1 "Elemental HERO" monster + 1 EARTH monster. Must be Fusion Summoned and cannot be Special Summoned by other ways. When this card is Fusion Summoned: Target 1 face-up monster your opponent controls; until the End Phase, its ATK is halved and this card gains the same amount of ATK.
Panther Warrior	CT2	PantherWarrior	Beast-Warrior/Effect	Earth	4	2000	1600			This card cannot attack unless you Tribute 1 monster.
Rocket Warrior	CT2	RocketWarrior	Warrior/Effect	Light	4	1500	1300			This effect is only active during the Battle Phase of your turn. Battle Damage to this card and this card's controller that they take from a battle involving this card becomes 0. After damage calculation, decrease the ATK of the monster that was attacked by this card by 500 points until the end of this turn.
Vorse Raider	CT2	VorseRaider	Beast-Warrior	Dark	4	1900	1200			This wicked Beast-Warrior does every horrid thing imaginable and loves it. His axe bears the marks of his countless victims.
4-Starred Ladybug of Doom	DB1	4StarredLadybugofDoom1	Insect/Effect	Wind	3	800	1200			FLIP: Destroy all face-up Level 4 monsters on your opponent's side of the field.
Ameba	DB1	Ameba	Aqua/Effect	Water	1	300	350			When the control of this face-up card on the field shifts to your opponent, inflict 2000 damage to your opponent. This effect can only be used once as long as this card remains face-up on the field.
Amphibian Beast	DB1	AmphibianBeast1	Fish	Water	6	2400	2000			On land or in sea, the speed of this monster is unmatchable.
Armed Ninja	DB1	ArmedNinja	Warrior/Effect	Earth	1	300	300			FLIP: Select 1 Spell Card on the field and destroy it. If the selected card is Set, pick up and see the card. If it is a Spell Card, it is destroyed. If it is a Trap Card, return it to its original position.
Armored Lizard	DB1	ArmoredLizard	Reptile	Earth	4	1500	1200			A lizard with a very tough hide and a vicious bite.
Armored Zombie	DB1	ArmoredZombie	Zombie	Dark	3	1500	0			This warrior blindly swings a deadly blade with devastating force.
Attack And Receive	DB1	AttackAndReceive	Normal Trap							You can only activate this card when you take damage to your Life Points. Inflict 700 points of damage to your opponent's Life Points. Also, inflict 300 points of damage to your opponent's Life Points for each "Attack and Receive" card in your Graveyard.
Blast Juggler	DB1	BlastJuggler	Machine/Effect	Fire	3	800	900			You can only activate this effect during your Standby Phase. Offer this face-up card as a Tribute to select and destroy 2 face-up monsters with an ATK 1000 or less.
Bombardment Beetle	DB1	BombardmentBeetle	Insect/Effect	Wind	2	400	900			FLIP: Pick up and see 1 face-down Defense Position Monster Card on your opponent's side of the field. If it is an Effect Monster, destroy it (its Flip Effect is not activated), and if the card is not, return it to its original position.
Bubonic Vermin	DB1	BubonicVermin	Beast/Effect	Earth	3	900	600			FLIP: You can Special Summon 1 "Bubonic Vermin" from your Deck in face-down Defense Position. Then shuffle your Deck.
Burning Land	DB1	BurningLand	Continuous Spell							Destroy all Field Spell Cards on the field. Inflict 500 points of damage to each player's Life Points during his/her Standby Phase.
Ceremonial Bell	DB1	CeremonialBell	Spellcaster/Effect	Light	3	0	1850			As long as this card remains face-up on the field, both players must show their respective hands.
Chain Energy	DB1	ChainEnergy	Continuous Spell							Each player must pay 500 Life Points per card to Normal Summon, Special Summon, Set or activate cards from his/her respective hand.
Chorus of Sanctuary	DB1	ChorusofSanctuary	Field Spell							Increase the DEF of all Defense Position monsters by 500 points.
Chosen One	DB1	ChosenOne	Normal Spell							Select 1 Monster Card and 2 non-Monster Cards from your hand. Your opponent randomly selects 1 card among them. If it is a Monster Card, it is Special Summoned and send the remaining 2 cards to the Graveyard. If not, send all the cards to the Graveyard
Cocoon of Evolution	DB1	CocoonofEvolution	Insect/Effect	Earth	3	0	2000			You can equip this card from your hand as an Equip Spell Card to a face-up "Petit Moth" on the field. If equipped, the ATK and DEF of "Cocoon of Evolution" is applied to "Petit Moth".
Cure Mermaid	DB1	CureMermaid	Fish/Effect	Water	4	1500	800			As long as this card remains face-up on your side of the field, gain 800 Life Points during each of your Standby Phases.
Curse of the Masked Beast	DB1	CurseoftheMaskedBeast	Ritual Spell							This card is used to Ritual Summon The Masked Beast. You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.
Dancing Fairy	DB1	DancingFairy	Fairy/Effect	Wind	4	1700	1000			As long as this card remains in face-up Defense Position on your side of the field, gain 1000 Life Points during each of your Standby Phases.
Deepsea Warrior	DB1	DeepseaWarrior	Warrior/Effect	Water	5	1600	1800			As long as "Umi" is face-up on the field, this card is unaffected by any Spell Cards.
Delinquent Duo	DB1	DelinquentDuo	Normal Spell						A0/T1	Pay 1000 Life Points. Your opponent randomly selects and discards 1 card from his/her hand and then selects and discards another card from his/her hand.
Dimensionhole	DB1	Dimensionhole	Normal Spell							Select 1 monster on your side of the field and remove it from play until your next Standby Phase. While the monster is removed from play, the Monster Card Zone of the selected monster cannot be used.
Drill Bug	DB1	DrillBug	Insect/Effect	Earth	2	1100	200			When this card inflicts Battle Damage to your opponent's Life Points, you can select 1 "Parasite Paracide" card from your Deck, shuffle the Deck, and place "Parasite Paracide" on top of the Deck.
Earthbound Spirit	DB1	EarthboundSpirit	Fiend	Earth	4	500	2000			A vengeful creature formed by the spirits of fallen warriors, it drags any who dares to approach it to the deepest bowels of the earth.
Electric Snake	DB1	ElectricSnake	Thunder/Effect	Light	3	800	900			When this card is discarded from your hand to the Graveyard by an effect of a card controlled by your opponent, draw 2 cards from your Deck.
Eternal Rest	DB1	EternalRest	Normal Spell							Destroy all monsters equipped with Equip Cards.
Fairy Box	DB1	FairyBox	Continuous Trap							Each time a monster on your opponent's side of the field attacks, toss a coin and call Heads or Tails. If you call it right, the attacking monster's ATK becomes 0 only during the Battle Phase. Pay 500 Life Points during each of your Standby Phases. If you do not, this card is destroyed.
Fairy's Hand Mirror	DB1	FairysHandMirror	Normal Trap							Switch the opponent's Spell Card effect that designates 1 monster as a target to another correct target.
Fake Trap	DB1	FakeTrap	Normal Trap							Activate only when your opponent uses an effect of a Spell, Trap, or Effect Monster to destroy Trap Card(s) on your side of the field. Destroy this card as a substitute of those Trap Card(s) and the other Trap Card(s) are not destroyed. If a Set card(s) would have been destroyed, pick up and see the Set card(s).
Final Destiny	DB1	FinalDestiny	Normal Spell							Discard 5 cards from your hand. Destroy all cards on the field.
Flame Manipulator	DB1	FlameManipulator	Spellcaster	Fire	3	900	1000			This spellcaster attacks enemies with the fire-related spells such as "Sea of Flames" and "Wall of Fire"
Flash Assailant	DB1	FlashAssailant	Fiend/Effect	Dark	4	2000	2000			Decrease the ATK and DEF of this card by 400 points for each card in your hand.
Forced Requisition	DB1	ForcedRequisition	Continuous Trap							You can activate this card when you discard from your hand. After that, each time you discard from your hand, your opponent must also discard the same number of cards from his/her hand.
Gaia the Dragon Champion	DB1	GaiatheDragonChampion	Dragon/Fusion	Wind	7	2600	2100			Gaia the Fierce Knight + "Curse of Dragon"
Gamble	DB1	Gamble	Normal Trap							Activate only when your opponent's hand is 6 or more cards and your hand is 2 or less. Toss a coin and call heads or tails. If you call it right, draw until your hand has 5 cards. If you call it wrong, skip your next turn.
Gift of the Mystical Elf	DB1	GiftoftheMysticalElf	Normal Trap							Gain 300 Life Points for each monster on the field.
Gradius	DB1	Gradius	Machine	Light	4	1200	800			A high-performance jet fighter with power capsules for variable attack capabilities.
Gravekeeper's Servant	DB1	GravekeepersServant	Continuous Spell							Unless your opponent sends 1 card from the top of his/her Deck to the Graveyard, he/she cannot declare an attack.
Graverobber	DB1	Graverobber	Normal Trap							Select 1 Spell Card from your opponent's Graveyard. You can use it as your hand until the end of the turn. If you use it, you take 2000 points of damage.
Griggle	DB1	Griggle	Plant/Effect	Earth	1	350	300			When the control of this face-up card on the field shifts to your opponent, gain 3000 Life Points. This effect can only be used once as long as this card remains face-up on the field.
Ground Collapse	DB1	GroundCollapse	Continuous Spell							Select 2 Monster Card Zones on the field. Neither player can use the selected zones. You cannot select a zone that is occupied by a Monster Card.
Harpie's Brother	DB1	HarpiesBrother	Winged Beast	Wind	4	1800	600			With eyes like a hawk and a flying speed exceeding Mach 5, this monster is a master of the sky.
Hayabusa Knight	DB1	HayabusaKnight	Warrior/Effect	Earth	3	1000	700			This card can attack twice during the same Battle Phase.
Headless Knight	DB1	HeadlessKnight	Fiend	Earth	4	1450	1700			A haunted spirit of a falsely accused knight who wanders in search of truth and justice.
Hitotsu-Me Giant	DB1	HitotsuMeGiant	Beast-Warrior	Earth	4	1200	1000			A one-eyed behemoth with thick, powerful arms made for delivering punishing blows.
Horn of Light	DB1	HornofLight	Equip Spell							Increase the DEF of a monster equipped with this card by 800 points. When this card is sent from the field to the Graveyard, if you pay 500 Life Points, this card returns to the top of your Deck.
Humanoid Slime	DB1	HumanoidSlime	Aqua	Water	4	800	2000			This slime apparently has some human genes in its genetic makeup.
Hysteric Fairy	DB1	HystericFairy	Fairy/Effect	Light	4	1800	500			Tribute 2 monsters on your side of the field to gain 1000 Life Points.
Infinite Cards	DB1	InfiniteCards	Continuous Spell							As long as this card remains face-up on the field, there is no limit to the number of cards in both players' hands.
Infinite Dismissal	DB1	InfiniteDismissal	Continuous Trap							Level 3 or lower monsters are destroyed during the End Phase of the turn that they are Normal Summoned or Flip Summoned.
Insect Barrier	DB1	InsectBarrier	Continuous Spell							Your opponent cannot declare an attack with any Insect-Type monsters on his/her side of the field.
Invader of the Throne	DB1	InvaderoftheThrone	Warrior/Effect	Earth	4	1350	1700			FLIP: Select 1 monster on your opponent's side of the field and switch control of it with this card. This effect cannot be activated during the Battle Phase.
Jam Breeding Machine	DB1	JamBreedingMachine	Continuous Spell							During each of your Standby Phases, Special Summon 1 "Slime Token" (Aqua-Type/WATER/LEVEL 1/ATK 500/DEF 500) in Attack Position to your side of the field. As long as this card remains face-up on the field, you cannot Normal Summon, Flip Summon or Special Summon any other monster (except Slime Tokens).
Jam Defender	DB1	JamDefender	Continuous Trap							When a monster on your opponent's side of the field attacks a monster on your side of the field and there is a face-up "Revival Jam" on your side of the field, you can switch the attack target to the "Revival Jam".
Jinzo #7	DB1	Jinzo7	Machine/Effect	Dark	2	500	400			This monster may attack your opponent directly.
Karate Man	DB1	KarateMan	Warrior/Effect	Earth	3	1000	1000			You can double the original ATK of this card once per turn. If you used this effect, destroy this card during the End Phase.
Kazejin	DB1	Kazejin	Spellcaster/Effect	Wind	7	2400	2200			Activate only during your opponent's damage calculation. Make the ATK of a monster attacking this card 0 during damage calculation. This effect can only be used once as long as this card remains face-up on the field.
Kiseitai	DB1	Kiseitai	Fiend/Effect	Dark	2	300	800			When your opponent's monster attacks this card in face-down Defense Position, this card becomes an Equip Spell Card equipped to the attacking monster (No damage calculation is conducted). During each of your opponent's Standby Phases, gain Life Points by half of the ATK of the monster equipped with this card.
