Name	Set	ImageFile	Type	Attribute	Level	ATK	DEF	Rarity	Format	Text
Influence Dragon	GAOV	InfluenceDragon	Dragon/Tuner	Wind	3	300	900			Once per turn: You can target 1 face-up monster you control; it becomes Dragon-Type until the End Phase.
Bright Star Dragon	GAOV	BrightStarDragon	Dragon/Effect	Light	4	1900	1000			When this card is Normal Summoned: You can target 1 face-up monster on the field, except this card; increase that target's Level by 2 until the End Phase.
Buten	GAOV	Buten	Fairy/Tuner	Light	1	200	300			During your Main Phase: You can banish this card from the Graveyard to target 1 face-up Level 4 or lower LIGHT Fairy-Type monster you control; it is treated as a Tuner monster while face-up on the field.
Doom Donuts	GAOV	DoomDonuts	Fiend/Effect	Dark	1	0	0			FLIP: Destroy all face-up monsters on the field with an original ATK or DEF of 0.
Nimble Manta	GAOV	NimbleManta	Fish/Effect	Water	2	800	100			When this card is sent from the field to the Graveyard by a card effect: You can Special Summon any number of "Nimble Manta" from your Deck.
Shining Elf	GAOV	ShiningElf	Spellcaster/Xyz/Effect	Wind	*2	1600	1000			2 Level 2 monsters. When your opponent Normal or Special Summons a monster(s) (except during the Damage Step): You can detach 1 Xyz Material from this card; that monster(s) loses 500 ATK.
Flelf	GAOV	Flelf	Spellcaster/Effect	Wind	2	800	1300			Once per turn: You can reveal 1 monster in your hand; increase the Level of this card by the Level of that monster, until the End Phase.
Noble Knight Gawayn	REDU	NobleKnightGawayn	Warrior/Effect	Light	4	1900	500			If you control a LIGHT Normal Monster, you can Special Summon this card (from your hand) in face-up Defense Position.
Trance the Magic Swordsman	REDU	TrancetheMagicSwordsman	Spellcaster	Earth	6	2600	200			A peculiar magician with considerable abilities. Supposedly, he's just returned from a trip to outer space.
Damage Mage	REDU	DamageMage	Spellcaster/Effect	Dark	3	600	1200			When you take damage from a card effect: You can Special Summon this card from your hand, and if you do, gain Life Points equal to the amount of damage you took.
ZW - Phoenix Bow	REDU	ZWPhoenixBow	Winged Beast/Effect	Fire	3	1100	0			You can target 1 face-up "Number C39: Utopia Ray" you control; equip this card from your hand to that target. It gains 1100 ATK. When the equipped monster destroys an opponent's monster by battle: Inflict 1000 damage to your opponent. You can only control 1 face-up "ZW - Phoenix Bow".
Photon Caesar	REDU	PhotonCaesar	Warrior/Effect	Light	8	2000	2800			When this card is Normal or Flip Summoned: You can Special Summon 1 "Photon Caesar" from your hand or Deck.
Heroic Challenger - Spartan	REDU	HeroicChallengerSpartan	Warrior/Effect	Earth	4	1600	1000			Once per turn, when an opponent's monster declares an attack: You can target 1 face-up "Heroic" monster you control, except this card; this card gains ATK equal to that face-up monster's original ATK, until the end of the Battle Phase.
Heroic Challenger - War Hammer	REDU	HeroicChallengerWarHammer	Warrior/Effect	Earth	6	2100	1300			When this card destroys an opponent's monster by battle and sends it to the Graveyard: You can equip the destroyed monster to this card. (You can only equip 1 monster at a time to this card with this effect.) This card gains ATK equal to that equipped monster's ATK.
Heroic Challenger - Swordshield	REDU	HeroicChallengerSwordshield	Warrior/Effect	Earth	4	0	2000			During either player's turn, if you control a face-up "Heroic" monster: You can send this card from your hand to the Graveyard; for the rest of this turn, you take no Battle Damage and "Heroic" monsters you control cannot be destroyed by battle.
Heroic Challenger - Double Lance	REDU	HeroicChallengerDoubleLance	Warrior/Effect	Earth	4	1700	900			When this card is Normal Summoned: You can Special Summon 1 "Heroic Challenger - Double Lance" from your hand or Graveyard in face-up Defense Position. This card cannot be used as a Synchro Material Monster. This card cannot be used as an Xyz Material, except for the Xyz Summon of a Warrior-Type monster.
Chronomaly Mayan Machine	REDU	ChronomalyMayanMachine	Machine/Effect	Earth	3	1500	700			This card can be treated as 2 Tributes for the Tribute Summon of a Machine-Type monster.
Chronomaly Colossal Head	REDU	ChronomalyColossalHead	Rock/Effect	Earth	4	800	1600			You can banish this card from your Graveyard to target 1 Level 3 or higher Attack Position monster on the field; change it to face-up or face-down Defense Position. The effect of "Chronomaly Colossal Head" can only be used once per turn.
Chronomaly Golden Jet	REDU	ChronomalyGoldenJet	Machine/Effect	Light	4	1300	1400			Once per turn: You can increase the Levels of all "Chronomaly" monsters you currently control by 1.
Chronomaly Crystal Bones	REDU	ChronomalyCrystalBones	Rock/Effect	Light	3	1300	400			If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand). When you do: You can Special Summon 1 "Chronomaly" monster from your hand or Graveyard, except "Chronomaly Crystal Bones".
Chronomaly Crystal Skull	REDU	ChronomalyCrystalSkull	Rock/Effect	Light	3	900	600			If you control a face-up "Chronomaly" monster: You can discard this card to the Graveyard; add 1 "Chronomaly" monster from your Deck or Graveyard to your hand, except "Chronomaly Crystal Skull". The effect of "Chronomaly Crystal Skull" can only be used once per turn.
Chronomaly Moai	REDU	ChronomalyMoai	Rock/Effect	Earth	5	1800	1600			If you control a face-up "Chronomaly" monster, you can Special Summon this card (from your hand) in face-up Defense Position.
Spellbook Magician of Prophecy	REDU	SpellbookMagicianofProphecy	Spellcaster/Effect	Water	2	500	400			When this card is Normal Summoned or flipped face-up: Add 1 "Spellbook" Spell Card from your Deck to your hand.
Amores of Prophecy	REDU	AmoresofProphecy	Spellcaster/Effect	Earth	3	600	2000			Once per turn: You can reveal 1 "Spellbook" Spell Card in your hand; Special Summon 1 Level 4 or lower Spellcaster-Type monster from your hand.
Temperance of Prophecy	REDU	TemperanceofProphecy	Spellcaster/Effect	Earth	3	1000	1000			During your Main Phase, if you have activated a "Spellbook" Spell Card previously this turn: You can Tribute this card; Special Summon 1 Level 5 or higher LIGHT or DARK Spellcaster-Type monster from your Deck. You cannot Special Summon another Level 5 or higher monster during the turn you activate this effect.
Strength of Prophecy	REDU	StrengthofProphecy	Spellcaster/Effect	Fire	4	1500	1400			Once per turn: You can shuffle 1 "Spellbook" Spell Card from your Graveyard into your Deck to target 1 face-up Spellcaster-Type monster on the field; increase its Level by 1 and its ATK by 500.
Charioteer of Prophecy	REDU	CharioteerofProphecy	Spellcaster/Effect	Wind	4	1800	1300			Once per turn: You can discard 1 "Spellbook" Spell Card to target 1 Spellcaster-Type monster in your Graveyard; add that target to your hand.
High Priestess of Prophecy	REDU	HighPriestessofProphecy	Spellcaster/Effect	Light	7	2500	2100			You can reveal 3 "Spellbook" Spell Cards in your hand; Special Summon this card from your hand. Once per turn: You can banish 1 "Spellbook" Spell Card from your hand or Graveyard to target 1 card on the field; destroy that target.
Madolche Mewfeuille	REDU	MadolcheMewfeuille	Beast/Effect	Earth	3	500	300			When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Shuffle this card into your Deck. When this card is Normal Summoned: You can Special Summon 1 "Madolche" monster from your hand.
Madolche Baaple	REDU	MadolcheBaaple	Beast/Effect	Earth	3	0	1800			When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Shuffle this card into your Deck. Once per turn: You can target 1 face-up Attack Position "Madolche" monster you control and 1 face-up Attack Position monster your opponent controls; if both monsters are still on the field, change them to face-up Defense Position, and if you do, the ones changed by this effect cannot have their battle positions changed until the end of your opponent's next turn.
Madolche Chouxvalier	REDU	MadolcheChouxvalier	Warrior/Effect	Earth	4	1700	1300			When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Shuffle this card into your Deck. Your opponent cannot target face-up "Madolche" monsters you control for attacks, except "Madolche Chouxvalier".
Madolche Magileine	REDU	MadolcheMagileine	Spellcaster/Effect	Earth	4	1400	1200			When this card you control is destroyed by your opponent's card (either by battle or by effect) and sent to your Graveyard: Shuffle this card into your Deck. When this card is Normal or Flip Summoned: You can add 1 "Madolche" monster from your Deck to your hand.
Madolche Butlerusk	REDU	MadolcheButlerusk	Spellcaster/Effect	Earth	4	1500	800			When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Shuffle this card into your Deck. When this card is Normal Summoned: You can add 1 Field Spell Card from your Deck to your hand. There must be another face-up "Madolche" monster on the field to activate and to resolve this effect.
Madolche Puddingcess	REDU	MadolchePuddingcess	Fairy/Effect	Earth	5	1000	1000			When this card you control is destroyed by your opponent's card (either by battle or by card effect) and sent to your Graveyard: Shuffle this card into your Deck. While you have no monsters in your Graveyard, this card gains 800 ATK and DEF. After damage calculation, when this card battles an opponent's monster: You can target 1 card your opponent controls; destroy that target.
Geargiano Mk-II	REDU	GeargianoMkII	Machine/Effect	Earth	3	1000	500			When this card is Normal or Flip Summoned: You can Special Summon 1 "Geargia" monster from your hand or Graveyard in face-up Defense Position.
Geargiaccelerator	REDU	Geargiaccelerator	Machine/Effect	Earth	4	1400	800			If you control a face-up "Geargia" monster, you can Special Summon this card (from your hand) in face-up Defense Position. When this card is sent from the field to the Graveyard: You can target 1 "Geargia" monster in your Graveyard, except "Geargiaccelerator"; add that target to your hand.
Geargiarsenal	REDU	Geargiarsenal	Machine/Effect	Earth	4	1500	500			This card gains 200 ATK for each face-up "Geargia" monster you control. You can Tribute this card; Special Summon 1 "Geargia" monster from your Deck, except "Geargiarsenal", in face-up Defense Position.
Geargiarmor	REDU	Geargiarmor	Machine/Effect	Earth	4	1100	1900			Once per turn: You can change this card to face-down Defense Position. When this card is flipped face-up: You can add 1 "Geargia" monster from your Deck to your hand, except "Geargiarmor".
Uniflora, Mystical Beast of the Forest	REDU	UnifloraMysticalBeastoftheForest	Beast/Effect	Earth	1	700	500			If all the monsters in your Graveyard are Beast-Type: You can Tribute this card; Special Summon 1 Beast-Type monster from your hand or Graveyard, except "Uniflora, Mystical Beast of the Forest", but it cannot attack this turn.
Little Trooper	REDU	LittleTrooper	Warrior/Effect	Earth	1	900	500			If this card is destroyed by battle: You can Special Summon 1 Level 2 or lower Warrior-Type monster from your Deck in face-down Defense Position.
Silver Sentinel	REDU	SilverSentinel	Warrior/Effect	Earth	4	1500	1300			You can Set this card from your hand to your Spell & Trap Card Zone as a Spell Card. During the End Phase of the turn this Set card in your Spell & Trap Card Zone was destroyed by an opponent's card effect and sent to the Graveyard: Target 1 card your opponent controls (if possible); Special Summon this card from the Graveyard, and if you do, destroy that target (if any).
Dust Knight	REDU	DustKnight	Warrior/Effect	Earth	4	1400	1200			FLIP: Send 1 EARTH monster from your Deck to the Graveyard.
Block Golem	REDU	BlockGolem	Rock/Effect	Earth	3	1000	1500			If all the monsters in your Graveyard are EARTH: You can Tribute this card to target 2 Level 4 or lower Rock-Type monsters in your Graveyard, except "Block Golem"; Special Summon those targets, but their effects that activate on the field cannot be activated this turn.
Atlantean Attack Squad	REDU	AtlanteanAttackSquad	Sea Serpent/Effect	Water	3	1400	0			This card gains 800 ATK while you control a face-up Fish, Sea Serpent, or Aqua-Type monster other than this card.
Illusory Snatcher	REDU	IllusorySnatcher	Fiend/Effect	Dark	7	2400	1000			When you Tribute Summon a monster: You can Special Summon this card from your hand, and if you do, the Type, Attribute, and Level of this card become the same as that face-up Tribute Summoned monster.
Grandsoil the Elemental Lord	REDU	GrandsoiltheElementalLord	Beast-Warrior/Effect	Earth	8	2800	2200			Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by having exactly 5 EARTH monsters in your Graveyard, and cannot be Special Summoned by other ways. When this card is Special Summoned: You can target 1 monster in either player's Graveyard; Special Summon that target to your side of the field. If this card leaves the field, skip the Battle Phase of your next turn.
Three Thousand Needles	REDU	ThreeThousandNeedles	Beast/Effect	Earth	8	3000	1800			At the end of the Damage Step, if this Defense Position card was attacked by a monster whose ATK is lower than this card's DEF: Destroy the attacking monster.
Goblin Marauding Squad	REDU	GoblinMaraudingSquad	Beast-Warrior/Effect	Earth	4	1900	0			When this card declares an attack, your opponent cannot activate cards or effects. If this card attacks, it is changed to Defense Position at the end of the Battle Phase, and its battle position cannot be changed until the End Phase of your next turn.
Heroic Champion - Excalibur	REDU	HeroicChampionExcalibur	Warrior/Xyz/Effect	Light	*4	2000	2000			2 Level 4 Warrior-Type monsters. Once per turn: You can detach 2 Xyz Materials from this card; this card's ATK becomes double its original ATK until your opponent's next End Phase.
Chronomaly Crystal Chrononaut	REDU	ChronomalyCrystalChrononaut	Psychic/Xyz/Effect	Light	*3	2100	1000			2 Level 3 monsters. Once per turn, when this card is targeted for an attack: You can detach 1 Xyz Material from this card; this turn, this card cannot be destroyed by battle or by card effects, also your opponent takes any Battle Damage you would take from battles involving this card.
Number 33: Chronomaly Machu Mech	REDU	Number33ChronomalyMachuMech	Machine/Xyz/Effect	Light	*5	2400	1500			2 Level 5 monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 face-up monster your opponent controls; inflict damage to your opponent equal to the difference between its original ATK and current ATK, and if you do, this card gains ATK equal to the damage inflicted.
Superdimensional Robot Galaxy Destroyer	REDU	SuperdimensionalRobotGalaxyDestroyer	Machine/Xyz/Effect	Light	*10	5000	2000			3 Level 10 monsters. Once per turn: You can detach 1 Xyz Material from this card; destroy all Spell and Trap Cards your opponent controls. Your opponent cannot activate Spell/Trap Cards in response to this effect's activation.
Hierophant of Prophecy	REDU	HierophantofProphecy	Spellcaster/Xyz/Effect	Dark	*7	2800	2600			2 Level 7 Spellcaster-Type monsters. Once per turn: You can detach 1 Xyz Material from this card; destroy Spell/Trap Card(s) your opponent controls, up to the number of "Spellbook" Spell Cards in your Graveyard.
Gear Gigant X	REDU	GearGigantX	Machine/Xyz/Effect	Earth	*4	2300	1500			2 Level 4 Machine-Type monsters. Once per turn: You can detach 1 Xyz Material from this card; add 1 Level 4 or lower Machine-Type monster from your Deck or Graveyard to your hand. When this card leaves the field: You can target 1 Level 3 or lower "Geargia" monster in your Graveyard; Special Summon that target.
Alchemic Magician	REDU	AlchemicMagician	Spellcaster/Xyz/Effect	Dark	*4	1500	1500			3 Level 4 Spellcaster-Type monsters. This card gains 200 ATK for each Spell Card in your Graveyard. Once per turn, during your End Phase: You can detach 1 Xyz Material from this card and send 1 card from your hand to the Graveyard; choose 1 Spell Card from your Deck, then Set it in your Spell & Trap Card Zone.
Soul of Silvermountain	REDU	SoulofSilvermountain	Rock/Xyz/Effect	Earth	*3	1800	2200			2 Level 3 EARTH monsters. Once per turn: You can detach 1 Xyz Material from this card to target 1 Set card in your opponent's Spell & Trap Card Zone; it cannot be activated while this card is face-up on the field. If this card destroys an opponent's monster by battle while it has Xyz Material: You can target 1 EARTH monster in your Graveyard; Special Summon that target in face-up Defense Position.
Fairy King Albverdich	REDU	FairyKingAlbverdich	Plant/Xyz/Effect	Earth	*4	2300	1400			2 Level 4 EARTH monsters. Once per turn: You can detach 1 Xyz Material from this card; all non-EARTH monsters currently on the field lose 500 ATK and DEF.
Sword Breaker	REDU	SwordBreaker	Warrior/Xyz/Effect	Earth	*6	2700	1000			2 Level 6 monsters. Once per turn: You can detach 1 Xyz Material from this card to declare 1 Monster Type; this card gains the following effect. At the start of the Damage Step, if this card battles a monster of a Type that has been declared: Destroy that monster.
Gagagarevenge	REDU	Gagagarevenge	Equip Spell							Target 1 "Gagaga" monster in your Graveyard; Special Summon it and equip it with this card. When this card leaves the field, destroy the equipped monster. When this card is sent to the Graveyard because the equipped monster was used as an Xyz Material: All Xyz Monsters you currently control gain 300 ATK.
Overlay Regen	REDU	OverlayRegen	Normal Spell							Target 1 face-up Xyz Monster on the field; attach this card to it as an Xyz Material.
Heroic Chance	REDU	HeroicChance	Normal Spell							Target 1 face-up "Heroic" monster you control; this turn, double its ATK, but it cannot attack your opponent directly. You can only activate 1 "Heroic Chance" per turn.
Chronomaly Technology	REDU	ChronomalyTechnology	Normal Spell							Target 1 "Chronomaly" monster in your Graveyard; banish it, then look at the top 2 cards of your Deck, add 1 of them to your hand, and send the other to the Graveyard. You can only activate 1 "Chronomaly Technology" per turn. You cannot Special Summon any monsters the turn you activate this card, except "Chronomaly" monsters.
Chronomaly Pyramid Eye Tablet	REDU	ChronomalyPyramidEyeTablet	Continuous Spell							All "Chronomaly" monsters you control gain 800 ATK.
Galaxy Queen's Light	REDU	GalaxyQueensLight	Normal Spell							Target 1 face-up Level 7 or higher monster you control; the Levels of all other face-up monsters you currently control become the current Level of that monster, until the End Phase.
Spellbook of Secrets	REDU	SpellbookofSecrets	Normal Spell							Add 1 "Spellbook" card from your Deck to your hand, except "Spellbook of Secrets". You can only activate 1 "Spellbook of Secrets" per turn.
Spellbook of Power	REDU	SpellbookofPower	Normal Spell							Target 1 face-up Spellcaster-Type monster you control; until the End Phase, it gains 1000 ATK. Also, until the End Phase, each time it destroys an opponent's monster by battle: You can add 1 "Spellbook" Spell Card from your Deck to your hand. You can only activate 1 "Spellbook of Power" per turn.
Spellbook of Life	REDU	SpellbookofLife	Equip Spell							Banish 1 Spellcaster-Type monster from your Graveyard and reveal 1 other "Spellbook" Spell Card in your hand to target 1 Spellcaster-Type monster in your Graveyard; Special Summon that target in face-up Attack Position and equip it with this card. The equipped monster's Level is increased by the Level of the monster that was banished for this card's activation. You can only activate 1 "Spellbook of Life" per turn.
Spellbook of Wisdom	REDU	SpellbookofWisdom	Quick-Play Spell							Target 1 face-up Spellcaster-Type monster on the field and activate 1 of these effects; *It is unaffected by other Spell effects this turn. *It is unaffected by Trap effects this turn.
Madolche Chateau	REDU	MadolcheChateau	Field Spell							When this card is activated: Shuffle all "Madolche" monsters in your Graveyard into the Deck. All "Madolche" monsters on the field gain 500 ATK and DEF. If a monster(s) in your Graveyard would be returned to the Deck by the effect of a "Madolche" monster, you can add it to your hand instead.
Where Arf Thou?	REDU	WhereArfThou	Normal Spell							If you control a face-up Level 1 monster: Add 1 Level 1 monster from your Deck to your hand. During the End Phase of this turn, take 2000 damage if you did not Normal Summon the added monster, or a card with the same name, after activating this card.
Generation Force	REDU	GenerationForce	Normal Spell							If you control an Xyz Monster: Add 1 "Xyz" card from your Deck to your hand.
Catapult Zone	REDU	CatapultZone	Field Spell							Once per turn, if a monster you control would be destroyed by battle, you can send 1 Rock-Type monster from your Deck to the Graveyard instead.
Cold Feet	REDU	ColdFeet	Quick-Play Spell							You cannot activate, Set, or use the effects of any Spell/Trap Cards this turn.
Gagagarush	REDU	Gagagarush	Normal Trap							When a face-up "Gagaga" monster(s) you control is targeted by the effect of your opponent's monster: Negate the effect of that opponent's monster, and if you do, destroy it, then inflict damage to your opponent equal to the destroyed monster's ATK or DEF in the Graveyard (whichever is higher).
Heroic Retribution Sword	REDU	HeroicRetributionSword	Normal Trap							Target 1 face-up "Heroic" monster you control; equip this card to that target. All Battle Damage you take from battles involving the equipped monster is also inflicted to your opponent. After damage calculation: Destroy any opponent's monster that battles the equipped monster.
Stonehenge Methods	REDU	StonehengeMethods	Normal Trap							When a face-up "Chronomaly" monster(s) you control is destroyed by battle or by a card effect and sent to the Graveyard: Special Summon 1 Level 4 or lower "Chronomaly" monster from your Deck in face-up Defense Position. It cannot change its battle position.
Madolche Lesson	REDU	MadolcheLesson	Normal Trap							Target 1 "Madolche" monster in your Graveyard; Shuffle that target into your Deck, and if you do, all "Madolche" monsters you currently control gain 800 ATK and DEF, then you can shuffle 1 other monster from your Graveyard into the Deck.
Madolche Waltz	REDU	MadolcheWaltz	Continuous Trap							Each time a "Madolche" monster you control attacks or is attacked, after damage calculation: Inflict 300 damage to your opponent.
Madolche Tea Break	REDU	MadolcheTeaBreak	Counter Trap							When a Spell/Trap card is activated, if you have no monsters in your Graveyard: Negate the activation, and if you do, return it to the hand, then, if you control a face-up "Madolche Puddingcess", you can destroy 1 card your opponent controls.
Xyz Soul	REDU	XyzSoul	Normal Trap							Target 1 Xyz Monster in either player's Graveyard; all monsters you currently control gain ATK equal to its Rank x 200, then you can shuffle it into the Extra Deck. The ATK increase lasts until the End Phase.
Compulsory Escape Device	REDU	CompulsoryEscapeDevice	Normal Trap							Each player chooses 1 monster they control, then shuffles it into the Deck.
Turnabout	REDU	Turnabout	Normal Trap							If there is a face-up monster on the field whose current Level is different from its original Level: Change all monsters on the field to face-down Defense Position.
Void Trap Hole	REDU	VoidTrapHole	Normal Trap							When your opponent Special Summons a monster(s) with 2000 or more ATK: Negate the effects of one of those monsters with 2000 or more ATK, and if you do, destroy it.
Three of a Kind	REDU	ThreeofaKind	Normal Trap							If you control 3 or more monsters with the same name, except Tokens: Target 3 cards your opponent controls; destroy those targets.
Soul Drain	REDU	SoulDrain	Continuous Trap							Activate by paying 1000 Life Points. Monsters that are banished, as well as monsters in the Graveyard, cannot activate their effects (that start a Chain).
Rebound	REDU	Rebound	Counter Trap							When your opponent activates a Spell Card, Trap Card, or monster effect that returns a card(s) from the field to the hand: Negate that effect, and if you do, send 1 card from your opponent's hand (at random) or from their side of the field to the Graveyard. When this Set card is destroyed by your opponent's card effect and sent to the Graveyard: Draw 1 card.
Lucky Punch	REDU	LuckyPunch	Continuous Trap							Once per turn, when an opponent's monster declares an attack: You can toss a coin 3 times. If the result is 3 heads, draw 3 cards, but if the result is 3 tails, destroy this card. If this face-up card on the field is destroyed: You lose 6000 Life Points.
Prophecy Destroyer	REDU	ProphecyDestroyer	Spellcaster/Effect	Dark	6	2500	1200			If this card is in your Graveyard: You can banish 3 "Spellbook" Spell Cards from your Graveyard; Special Summon this card from your Graveyard.
Lightray Madoor	REDU	LightrayMadoor	Spellcaster/Effect	Light	6	1200	3000			If 3 or more of your LIGHT monsters are banished, you can Special Summon this card (from your hand). Once per turn, this card cannot be destroyed by battle.
Blue Dragon Ninja	REDU	BlueDragonNinja	Sea Serpent/Effect	Water	5	2100	1200			Once per turn, during either player's turn: You can discard 1 "Ninja" monster and 1 "Ninjitsu Art" card to target 1 face-up monster your opponent controls; this turn, that monster's effects are negated, also that monster cannot attack.
Imairuka	REDU	Imairuka	Sea Serpent/Effect	Water	2	1000	1000			When this card on the field is destroyed by your opponent's card (either by battle or by card effect) and sent to the Graveyard: Send the top card of your Deck to the Graveyard, then, if it was a WATER monster, draw 1 card.
Revival Golem	REDU	RevivalGolem	Rock	Earth	4	100	2100			The effect of "Revival Golem" can only be used once per turn. When this card is sent from your Deck to the Graveyard: Activate 1 of these effects. *Special Summon this card from the Graveyard. *Add this card from the Graveyard to your hand.
Noble Arms - Gallatin	REDU	NobleArmsGallatin	Equip Spell							You can only control 1 face-up "Noble Arms - Gallatin". Equip only to a Warrior-Type monster. It gains 1000 ATK. During each of your Standby Phases, it loses 200 ATK. If this face-up card on the field is destroyed and sent to the Graveyard: You can target 1 face-up Warrior-Type "Noble Knight" monster you control; equip this card to that target. This effect of "Noble Arms - Gallatin" can only be used once per turn.
Spellbook Library of the Crescent	REDU	SpellbookLibraryoftheCrescent	Normal Spell							If you have no "Spellbook" Spell Cards in your Graveyard: Reveal 3 "Spellbook" Spell Cards with different names from your Deck, your opponent randomly adds 1 of them to your hand, and shuffle the rest back into your Deck. You can only activate 1 "Spellbook Library of the Crescent" per turn. You cannot activate any Spell Cards the turn you activate this card, except "Spellbook" Spell Cards.
Advance Zone	REDU	AdvanceZone	Continuous Spell							Once per turn, during the End Phase of any turn in which you Tribute Summoned a monster(s): You can apply these effects, depending on the number of monsters you Tributed for Tribute Summons this turn. *1 or more: Destroy 1 Set card your opponent controls. *2 or more: Draw 1 card. *3 or more: Add 1 monster from your Graveyard to your hand.
Ninjitsu Art of Shadow Sealing	REDU	NinjitsuArtofShadowSealing	Continuous Trap							Tribute 1 "Ninja" monster to target 1 monster your opponent controls; banish that target. While that card is banished, its Monster Card Zone cannot be used. When this face-up card leaves the field: Return the card banished by this effect to the same Monster Card Zone in the same battle position.
Chewbone	REDU	Chewbone	Zombie/Effect	Earth	3	300	300			FLIP: Special Summon 3 "Chewbone Jr. Tokens" (Zombie-Type/EARTH/Level 1/ATK 100 / DEF 300) in Defense Position to your opponent's side of the field.
Eco, Mystical Spirit of the Forest	REDU	EcoMysticalSpiritoftheForest	Plant/Effect	Earth	4	1700	1000			When you take damage from an opponent's card effect: You can Special Summon this card from your hand, and if you do, inflict damage to your opponent equal to the damage you took, also both players take no further effect damage this turn.
Number 6: Chronomaly Atlandis	REDU	Number6ChronomalyAtlandis	Machine/Xyz/Effect	Light	*6	2600	3000			2 Level 6 monsters. When this card is Xyz Summoned: You can target 1 "Number" monster in your Graveyard; equip that target to this card. This card gains ATK equal to half the ATK of that equipped monster. Once per turn: You can detach 1 Xyz Material from this card to send the monster equipped by this effect to the Graveyard; halve your opponent's Life Points. You cannot conduct your Battle Phase the turn you activate this effect.
Miracle Contact	REDU	MiracleContact	Normal Spell							Shuffle into the Deck, from your hand, field, or Graveyard, the Fusion Material Monsters that are listed on an "Elemental HERO" Fusion Monster that lists "Elemental HERO Neos" as a Fusion Material, then Special Summon that Fusion Monster from your Extra Deck, ignoring its Summoning conditions.
Advanced Dark	REDU	AdvancedDark	Field Spell							All "Crystal Beast" monsters on the field and in the Graveyard become DARK. If "Rainbow Dragon" or "Rainbow Dark Dragon" attacks, negate the effects of the attack target during that Battle Phase. During damage calculation, if a "Crystal Beast" monster you control battles and you would take damage: You can send 1 "Crystal Beast" monster from your Deck to the Graveyard; you take no Battle Damage from that battle.
Pahunder	REDU	Pahunder	Thunder/Effect	Light	4	1300	600			Once per turn: You can Normal Summon 1 Level 4 LIGHT Thunder-Type monster from your hand, except "Pahunder", as an additional Normal Summon.
Mahunder	REDU	Mahunder	Thunder/Effect	Light	4	1400	700			Once per turn: You can Normal Summon 1 Level 4 LIGHT Thunder-Type monster from your hand, except "Mahunder", as an additional Normal Summon.
Sishunder	REDU	Sishunder	Thunder/Effect	Light	4	900	400			When this card is Normal Summoned: You can target 1 Level 4 LIGHT Thunder-Type monster with 1600 or less ATK in your Graveyard, except "Sishunder"; banish that target. During the End Phase of this turn, add that card to your hand.
Number 91: Thunder Spark Dragon	REDU	Number91ThunderSparkDragon	Dragon/Xyz/Effect	Light	*4	2400	2000			3 Level 4 monsters. Once per turn, you can activate 1 of these effects. *Detach 3 Xyz Materials from this card; destroy all other face-up monsters on the field. *Detach 5 Xyz Materials from this card; destroy all cards your opponent controls.
Spirit Converter	REDU	SpiritConverter	Continuous Spell							Once per turn: You can target 1 Xyz Monster you control; attach 1 Level 4 LIGHT monster you control to that target as an Xyz Material. When this card is sent from the field to the Graveyard: Target 2 Level 4 LIGHT Thunder-Type monsters with the same name in your Graveyard; add those targets to your hand.
Ignoble Knight of Black Laundsallyn	ABYR	IgnobleKnightofBlackLaundsallyn	Warrior/Effect	Dark	5	2000	800			You can send 1 face-up LIGHT Normal Monster you control to the Graveyard; Special Summon this card from your hand or Graveyard. You can Tribute 1 "Noble Knight" monster; add 1 "Noble Arms" card from your Deck to your hand. You can only use this effect of "Ignoble Knight of Black Laundsallyn" once per turn. You can control only 1 face-up "Ignoble Knight of Black Laundsallyn".
Gagaga Caesar	ABYR	GagagaCaesar	Warrior/Effect	Earth	3	1800	600			Cannot attack unless you control another face-up "Gagaga" monster. Once per turn: You can banish 1 monster from your Graveyard that has a Level; the Levels of all face-up "Gagaga" monsters you currently control become the Level of that monster. This card cannot be used as a Synchro Material Monster.
Achacha Chanbara	ABYR	AchachaChanbara	Warrior/Effect	Fire	3	1400	400			During either player's turn, when a card or effect is activated that will inflict damage when it resolves: You can Special Summon this card from your hand, and if you do, inflict 400 damage to your opponent.
Mogmole	ABYR	Mogmole	Beast/Effect	Earth	2	800	800			When this card on the field is destroyed and sent to the Graveyard: You can Special Summon it from your Graveyard in face-up Defense Position. You can only use the effect of "Mogmole" once per Duel.
Grandram	ABYR	Grandram	Rock/Effect	Earth	4	0	1400			If your opponent controls a face-up Xyz Monster, you can Special Summon this card (from your hand) in face-up Attack Position.
Tripod Fish	ABYR	TripodFish	Fish/Effect	Water	3	300	1300			When this card is Special Summoned from the Graveyard: You can target 1 face-up Fish, Sea Serpent, or Aqua-Type monster on the field; increase its Level by 1.
Deep Sweeper	ABYR	DeepSweeper	Fish/Effect	Water	4	1600	1300			You can Tribute this card to target 1 Spell/Trap Card on the field; destroy that target.
